restaurant id,category id,item id,serving size (oz),calories,calories from fat,total fat (g),total fat (% daily value),saturated fat (g),saturated fat (% daily value),trans fat (g),cholesterol (mg),cholesterol (% daily value),sodium (mg),sodium (% daily value),carbohydrates (g),carbohydrates (% daily value),dietary fiber (g),dietary fiber (% daily value),sugars (g),protein (g),vitamin a (% daily value),vitamin c (% daily value),calcium (% daily value),iron (% daily value)
1000,100,1.0,4.8,300,120.0,13.0,20.0,5.0,25.0,0.0,260.0,87.0,750.0,31.0,31,10.0,4,17.0,3.0,17.0,10.0,0.0,25.0,15.0
1000,100,2.0,4.8,250,70.0,8.0,12.0,3.0,15.0,0.0,25.0,8.0,770.0,32.0,30,10.0,4,17.0,3.0,18.0,6.0,0.0,25.0,8.0
1000,100,3.0,3.9,370,200.0,23.0,35.0,8.0,42.0,0.0,45.0,15.0,780.0,33.0,29,10.0,4,17.0,2.0,14.0,8.0,0.0,25.0,10.0
1000,100,4.0,5.7,450,250.0,28.0,43.0,10.0,52.0,0.0,285.0,95.0,860.0,36.0,30,10.0,4,17.0,2.0,21.0,15.0,0.0,30.0,15.0
1000,100,5.0,5.7,400,210.0,23.0,35.0,8.0,42.0,0.0,50.0,16.0,880.0,37.0,30,10.0,4,17.0,2.0,21.0,6.0,0.0,25.0,10.0
1000,100,6.0,6.5,430,210.0,23.0,36.0,9.0,46.0,1.0,300.0,100.0,960.0,40.0,31,10.0,4,18.0,3.0,26.0,15.0,2.0,30.0,20.0
1000,100,7.0,5.3,460,230.0,26.0,40.0,13.0,65.0,0.0,250.0,83.0,1300.0,54.0,38,13.0,2,7.0,3.0,19.0,10.0,8.0,15.0,15.0
1000,100,8.0,5.8,520,270.0,30.0,47.0,14.0,68.0,0.0,250.0,83.0,1410.0,59.0,43,14.0,3,12.0,4.0,19.0,15.0,8.0,20.0,20.0
1000,100,9.0,5.4,410,180.0,20.0,32.0,11.0,56.0,0.0,35.0,11.0,1300.0,54.0,36,12.0,2,7.0,3.0,20.0,2.0,8.0,15.0,10.0
1000,100,10.0,5.9,470,220.0,25.0,38.0,12.0,59.0,0.0,35.0,11.0,1420.0,59.0,42,14.0,3,12.0,4.0,20.0,6.0,8.0,15.0,15.0
1000,100,11.0,4.1,430,240.0,27.0,42.0,12.0,62.0,0.0,30.0,10.0,1080.0,45.0,34,11.0,2,6.0,2.0,11.0,0.0,0.0,6.0,15.0
1000,100,12.0,4.6,480,280.0,31.0,48.0,13.0,65.0,0.0,30.0,10.0,1190.0,50.0,39,13.0,3,11.0,3.0,11.0,4.0,0.0,8.0,15.0
1000,100,13.0,5.7,510,290.0,33.0,50.0,14.0,71.0,0.0,250.0,83.0,1170.0,49.0,36,12.0,2,6.0,2.0,18.0,6.0,0.0,10.0,20.0
1000,100,14.0,6.2,570,330.0,37.0,57.0,15.0,74.0,0.0,250.0,83.0,1280.0,53.0,42,14.0,3,11.0,3.0,18.0,10.0,0.0,10.0,20.0
1000,100,15.0,5.9,460,250.0,27.0,42.0,12.0,62.0,0.0,35.0,11.0,1180.0,49.0,34,11.0,2,6.0,3.0,18.0,0.0,0.0,8.0,15.0
1000,100,16.0,6.4,520,280.0,32.0,49.0,13.0,65.0,0.0,35.0,11.0,1290.0,54.0,40,13.0,3,11.0,3.0,18.0,4.0,0.0,8.0,15.0
1000,100,17.0,5.0,410,180.0,20.0,31.0,8.0,41.0,0.0,30.0,10.0,1180.0,49.0,41,14.0,2,6.0,3.0,17.0,0.0,2.0,6.0,15.0
1000,100,18.0,5.5,470,220.0,24.0,37.0,9.0,45.0,0.0,30.0,10.0,1290.0,54.0,46,15.0,3,11.0,4.0,17.0,4.0,2.0,8.0,15.0
1000,100,19.0,7.1,540,290.0,32.0,49.0,16.0,78.0,1.0,280.0,93.0,1470.0,61.0,38,13.0,2,8.0,3.0,25.0,10.0,2.0,20.0,25.0
1000,100,20.0,6.1,460,190.0,21.0,32.0,9.0,44.0,0.0,250.0,84.0,1250.0,52.0,48,16.0,2,9.0,15.0,19.0,10.0,10.0,20.0,15.0
1000,100,21.0,6.3,400,140.0,15.0,24.0,7.0,34.0,0.0,35.0,11.0,1250.0,52.0,47,16.0,2,9.0,16.0,20.0,2.0,10.0,15.0,10.0
1000,100,22.0,5.0,420,200.0,22.0,34.0,8.0,40.0,0.0,35.0,11.0,1030.0,43.0,44,15.0,2,8.0,15.0,11.0,0.0,0.0,8.0,10.0
1000,100,23.0,7.1,550,280.0,31.0,48.0,12.0,61.0,0.0,265.0,89.0,1320.0,55.0,48,16.0,2,9.0,15.0,20.0,10.0,0.0,20.0,15.0
1000,100,24.0,7.2,500,230.0,26.0,40.0,10.0,52.0,0.0,50.0,17.0,1320.0,55.0,46,15.0,2,9.0,15.0,21.0,2.0,0.0,20.0,10.0
1000,100,25.0,6.9,620,280.0,31.0,48.0,11.0,56.0,0.5,275.0,92.0,1480.0,62.0,57,19.0,3,11.0,7.0,30.0,20.0,15.0,20.0,20.0
1000,100,26.0,7.1,570,230.0,25.0,39.0,9.0,45.0,0.5,60.0,20.0,1480.0,62.0,55,18.0,3,12.0,8.0,30.0,10.0,15.0,20.0,15.0
1000,100,27.0,8.5,670,310.0,35.0,53.0,13.0,63.0,1.5,295.0,99.0,1510.0,63.0,56,19.0,3,12.0,7.0,33.0,20.0,4.0,25.0,25.0
1000,100,28.0,9.5,740,430.0,48.0,73.0,17.0,87.0,0.0,555.0,185.0,1560.0,65.0,51,17.0,3,12.0,3.0,28.0,15.0,2.0,15.0,25.0
1000,100,29.0,10.0,800,470.0,52.0,80.0,18.0,90.0,0.0,555.0,185.0,1680.0,70.0,56,19.0,4,17.0,3.0,28.0,15.0,2.0,15.0,30.0
1000,100,30.0,9.6,640,330.0,37.0,57.0,14.0,69.0,0.0,35.0,12.0,1590.0,66.0,50,17.0,3,12.0,3.0,26.0,0.0,2.0,10.0,15.0
1000,100,31.0,10.1,690,370.0,41.0,63.0,14.0,72.0,0.0,35.0,12.0,1700.0,71.0,55,18.0,4,17.0,4.0,26.0,4.0,2.0,10.0,15.0
